series_id,group_id,currency_to_sek,date,currency,currency_description,source
SEKETT,130,1.0,2022-01-19,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-19,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.3912,2022-01-19,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.3891,2022-01-19,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4123,2022-01-19,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4133,2022-01-19,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4267,2022-01-19,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4511,2022-01-19,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4698,2022-01-19,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4815,2022-01-19,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.3555,2022-01-19,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.3328,2022-01-19,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.5092,2022-01-19,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.5207,2022-01-19,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.6128,2022-01-19,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.7914,2022-01-19,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.9343,2022-01-19,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.0191,2022-01-19,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.4206,2022-01-19,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.4584,2022-01-19,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.3952,2022-01-19,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.3646,2022-01-19,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.5411,2022-01-19,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.3164,2022-01-19,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.5554,2022-01-19,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.6395,2022-01-19,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.039,2022-01-19,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0824,2022-01-19,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0162,2022-01-19,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0302,2022-01-19,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0788,2022-01-19,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0538,2022-01-19,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0499,2022-01-19,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0525,2022-01-19,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.1356,2022-01-19,USD,US dollar,Nasdaq
SEKUSDPMI,130,9.577,2022-01-19,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.0296,2022-01-19,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.3086,2022-01-19,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.5231,2022-01-19,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.8168,2022-01-19,USD,US dollar,Nasdaq
SEKUSDPMI,130,11.126,2022-01-19,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.3546,2022-01-19,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.385,2022-01-18,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.3074,2022-01-18,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3367,2022-01-18,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0313,2022-01-18,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.0403,2022-01-18,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-01-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.385,2022-01-18,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4218,2022-01-18,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4019,2022-01-18,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4061,2022-01-18,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4181,2022-01-18,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4245,2022-01-18,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.471,2022-01-18,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4772,2022-01-18,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.3074,2022-01-18,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.5767,2022-01-18,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.436,2022-01-18,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.464,2022-01-18,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.5548,2022-01-18,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.5952,2022-01-18,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.942,2022-01-18,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.9874,2022-01-18,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3367,2022-01-18,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.6806,2022-01-18,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.3994,2022-01-18,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.3589,2022-01-18,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.4211,2022-01-18,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.5413,2022-01-18,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.5827,2022-01-18,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.6252,2022-01-18,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0313,2022-01-18,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.045,2022-01-18,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0708,2022-01-18,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0235,2022-01-18,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0265,2022-01-18,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0718,2022-01-18,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0537,2022-01-18,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0474,2022-01-18,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.0403,2022-01-18,USD,US dollar,Nasdaq
SEKUSDPMI,130,9.2995,2022-01-18,USD,US dollar,Nasdaq
SEKUSDPMI,130,9.4303,2022-01-18,USD,US dollar,Nasdaq
SEKUSDPMI,130,9.9506,2022-01-18,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.4066,2022-01-18,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.4333,2022-01-18,USD,US dollar,Nasdaq
SEKUSDPMI,130,11.1111,2022-01-18,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.616,2022-01-18,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.384,2022-01-17,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.2991,2022-01-17,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.33,2022-01-17,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0305,2022-01-17,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.011,2022-01-17,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-01-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.384,2022-01-17,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4216,2022-01-17,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.3985,2022-01-17,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4039,2022-01-17,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4386,2022-01-17,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4166,2022-01-17,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4798,2022-01-17,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4655,2022-01-17,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.2991,2022-01-17,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.5777,2022-01-17,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.4083,2022-01-17,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.4476,2022-01-17,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.7014,2022-01-17,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.5352,2022-01-17,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.0068,2022-01-17,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.9008,2022-01-17,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.33,2022-01-17,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.6426,2022-01-17,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.4121,2022-01-17,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.3965,2022-01-17,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.5138,2022-01-17,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.5401,2022-01-17,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.7185,2022-01-17,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.5284,2022-01-17,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0305,2022-01-17,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.045,2022-01-17,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0577,2022-01-17,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0311,2022-01-17,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0222,2022-01-17,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0695,2022-01-17,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0625,2022-01-17,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0478,2022-01-17,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.011,2022-01-17,USD,US dollar,Nasdaq
SEKUSDPMI,130,9.3099,2022-01-17,USD,US dollar,Nasdaq
SEKUSDPMI,130,9.4115,2022-01-17,USD,US dollar,Nasdaq
SEKUSDPMI,130,9.9885,2022-01-17,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.1651,2022-01-17,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.3712,2022-01-17,USD,US dollar,Nasdaq
SEKUSDPMI,130,11.2992,2022-01-17,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.4847,2022-01-17,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-01-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4162,2022-01-16,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4092,2022-01-16,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4085,2022-01-16,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4355,2022-01-16,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4164,2022-01-16,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4436,2022-01-16,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4589,2022-01-16,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4792,2022-01-16,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.5401,2022-01-16,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.486,2022-01-16,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.4806,2022-01-16,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.6779,2022-01-16,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.533,2022-01-16,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.7352,2022-01-16,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.8519,2022-01-16,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.0027,2022-01-16,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.5543,2022-01-16,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.4514,2022-01-16,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.3175,2022-01-16,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.3948,2022-01-16,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.4903,2022-01-16,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.2695,2022-01-16,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.3866,2022-01-16,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.5879,2022-01-16,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.04,2022-01-16,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0667,2022-01-16,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0282,2022-01-16,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0211,2022-01-16,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0663,2022-01-16,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0493,2022-01-16,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0469,2022-01-16,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0483,2022-01-16,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.2589,2022-01-16,USD,US dollar,Nasdaq
SEKUSDPMI,130,9.5348,2022-01-16,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.0594,2022-01-16,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.2683,2022-01-16,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.386,2022-01-16,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.7502,2022-01-16,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.4393,2022-01-16,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.3476,2022-01-16,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-01-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.418,2022-01-15,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4192,2022-01-15,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4289,2022-01-15,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4231,2022-01-15,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4103,2022-01-15,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.437,2022-01-15,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4501,2022-01-15,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4651,2022-01-15,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.5542,2022-01-15,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.5604,2022-01-15,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.6296,2022-01-15,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.5905,2022-01-15,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.4903,2022-01-15,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.6862,2022-01-15,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.7873,2022-01-15,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.8983,2022-01-15,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.6233,2022-01-15,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.5048,2022-01-15,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.1977,2022-01-15,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.4987,2022-01-15,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.3914,2022-01-15,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.3597,2022-01-15,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.2655,2022-01-15,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.6613,2022-01-15,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0521,2022-01-15,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0605,2022-01-15,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0156,2022-01-15,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0315,2022-01-15,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0658,2022-01-15,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0598,2022-01-15,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0431,2022-01-15,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0447,2022-01-15,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.3116,2022-01-15,USD,US dollar,Nasdaq
SEKUSDPMI,130,9.6012,2022-01-15,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.136,2022-01-15,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.561,2022-01-15,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.2472,2022-01-15,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.7169,2022-01-15,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.3678,2022-01-15,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.2432,2022-01-15,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.3754,2022-01-14,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.2352,2022-01-14,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.2577,2022-01-14,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0293,2022-01-14,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,8.9245,2022-01-14,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-01-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.3754,2022-01-14,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4283,2022-01-14,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4172,2022-01-14,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.3849,2022-01-14,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4248,2022-01-14,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4265,2022-01-14,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4327,2022-01-14,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.479,2022-01-14,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4436,2022-01-14,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4595,2022-01-14,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.2352,2022-01-14,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.6264,2022-01-14,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.5434,2022-01-14,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.3015,2022-01-14,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.6018,2022-01-14,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.6159,2022-01-14,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.654,2022-01-14,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.0004,2022-01-14,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.7388,2022-01-14,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.8568,2022-01-14,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.2577,2022-01-14,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.6825,2022-01-14,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.5631,2022-01-14,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.4024,2022-01-14,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.352,2022-01-14,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.5602,2022-01-14,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.2836,2022-01-14,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.701,2022-01-14,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.2679,2022-01-14,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.6298,2022-01-14,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0293,2022-01-14,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0535,2022-01-14,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0752,2022-01-14,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0792,2022-01-14,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0274,2022-01-14,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0358,2022-01-14,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0542,2022-01-14,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0656,2022-01-14,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0456,2022-01-14,NOK,Norwegian krone,Nasdaq
SEKNOKPMI,130,1.0455,2022-01-14,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,8.9245,2022-01-14,USD,US dollar,Nasdaq
SEKUSDPMI,130,9.385,2022-01-14,USD,US dollar,Nasdaq
SEKUSDPMI,130,9.6293,2022-01-14,USD,US dollar,Nasdaq
SEKUSDPMI,130,9.4429,2022-01-14,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.1332,2022-01-14,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.5904,2022-01-14,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.6733,2022-01-14,USD,US dollar,Nasdaq
SEKUSDPMI,130,11.2693,2022-01-14,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.3898,2022-01-14,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.2074,2022-01-14,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.3744,2022-01-13,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.2262,2022-01-13,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.2479,2022-01-13,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0315,2022-01-13,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,8.9129,2022-01-13,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-01-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2022-01-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.3744,2022-01-13,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.3878,2022-01-13,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4131,2022-01-13,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4186,2022-01-13,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4272,2022-01-13,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4268,2022-01-13,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4805,2022-01-13,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4604,2022-01-13,DKK,Danish krone,Nasdaq
